   ,SUBURB           ,ADDRESS                                                           ,bedroom_count,Type          ,dwelling_type          ,sold_price,Method        ,agency_name                                                  ,Date Sold ,postcode,Population,Distance from CBD,Hospital,School,Super Market,latitude           ,longitude
766,GLADESVILLE      ,"16 Diggers Avenue, Gladesville"                                  ,5            ,h             ,House                  ,2625000.0 ,Auction       ,BresicWhitney Hunters Hill                                   ,22/05/2018,2111    ,11826     ,8.1              ,0       ,6     ,0           ,-33.8203659        ,151.128525
767,GLADESVILLE      ,"5/12 Pearson Street, Gladesville"                                ,2            ,u             ,Apartment / Unit / Flat,699000.0  ,Private Treaty,Ray White Gladesville & Ryde                                 ,22/05/2018,2111    ,11826     ,8.1              ,0       ,6     ,0           ,-33.836422         ,151.12735
768,GLEBE            ,"5/44 Boyce Street, Glebe"                                        ,1            ,u             ,Apartment / Unit / Flat,591000.0  ,Private Treaty,Belle Property Glebe                                         ,22/05/2018,2037    ,11534     ,2.3              ,0       ,4     ,0           ,-33.87865          ,151.181534
769,GLEBE            ,"5/44 Boyce Street, Glebe"                                        ,1            ,u             ,Apartment / Unit / Flat,591000.0  ,Private Treaty,Belle Property Glebe                                         ,22/05/2018,2037    ,11534     ,2.3              ,0       ,4     ,0           ,-33.87865          ,151.181534
770,GLENMORE PARK    ,"25 Ferntree Close, Glenmore Park"                                ,3            ,h             ,House                  ,690000.0  ,Private Treaty,Jim Aitken & Partners Glenmore Park                          ,22/05/2018,2745    ,23002     ,54.6             ,0       ,7     ,0           ,-33.78954          ,150.665955
771,GLENMORE PARK    ,"23 Burra Close, Glenmore Park"                                   ,4            ,h             ,House                  ,815000.0  ,Private Treaty,Glenmore Park Realty                                         ,22/05/2018,2745    ,23002     ,54.6             ,0       ,7     ,0           ,-33.7856064        ,150.678345
772,HILLSDALE        ,"8/64 Rhodes Street, Hillsdale"                                   ,1            ,u             ,Apartment / Unit / Flat,515000.0  ,Auction       ,PRDnationwide Perez Real Estate                              ,22/05/2018,2036    ,5505      ,9.8              ,0       ,0     ,0           ,-33.950573         ,151.226791
773,HOMEBUSH WEST    ,"29/18 Eastbourne Road, Homebush West"                            ,2            ,u             ,Apartment / Unit / Flat,660000.0  ,Private Treaty,Seeto Real Estate                                            ,22/05/2018,2140    ,8609      ,12.7             ,0       ,2     ,0           ,-33.8660851        ,151.066269
774,HORNSBY          ,"86/107 Pacific Highway, Hornsby"                                 ,2            ,u             ,Apartment / Unit / Flat,630000.0  ,Private Treaty,McGrath Hornsby                                              ,22/05/2018,2077    ,22167     ,20.6             ,1       ,6     ,0           ,-33.707477600000004,151.09797700000001
775,HORNSBY          ,"4/32 Albert Street, Hornsby"                                     ,2            ,u             ,Apartment / Unit / Flat,626000.0  ,Private Treaty,Chambers & Frewin First National                             ,22/05/2018,2077    ,22167     ,20.6             ,1       ,6     ,0           ,-33.7016754        ,151.102829
776,JORDAN SPRINGS   ,"34 Bungendore Street, Jordan Springs"                            ,4            ,h             ,House                  ,762500.0  ,Private Treaty,Jim Aitken + Partners Jordan Springs                         ,22/05/2018,2747    ,5160      ,58.4             ,0       ,1     ,0           ,-33.72736          ,150.739822
777,LANE COVE        ,"30/130-136 Burns Bay Road, Lane Cove"                            ,2            ,u             ,Apartment / Unit / Flat,680000.0  ,Private Treaty,Richardson & Wrench North Sydney                             ,22/05/2018,2066    ,10815     ,6.8              ,0       ,7     ,0           ,-33.814312         ,151.159515
778,LITTLE BAY       ,"217/1-3 Jenner Street, Little Bay"                               ,1            ,u             ,Apartment / Unit / Flat,755000.0  ,Private Treaty,N G Farah Pty Ltd                                            ,22/05/2018,2036    ,4477      ,13.1             ,0       ,0     ,0           ,-33.9787369        ,151.2451
779,LITTLE BAY       ,"7/1-3 Gubbuteh Road, Little Bay"                                 ,2            ,u             ,Apartment / Unit / Flat,1160000.0 ,Private Treaty,Ray White Maroubra | South Coogee                            ,22/05/2018,2036    ,4477      ,13.1             ,0       ,0     ,0           ,-33.977509999999995,151.244324
780,MACQUARIE PARK   ,"BRI 1309/5 Mooltan Avenue, Macquarie Park"                       ,1            ,u             ,Apartment / Unit / Flat,785000.0  ,Private Treaty,Ray White Rhodes                                             ,22/05/2018,2113    ,8142      ,11.8             ,0       ,0     ,0           ,-33.78014          ,151.113464
781,MACQUARIE PARK   ,"BRI 1309/5 Mooltan Avenue, Macquarie Park"                       ,1            ,u             ,Apartment / Unit / Flat,785000.0  ,Private Treaty,Ray White Rhodes                                             ,22/05/2018,2113    ,8142      ,11.8             ,0       ,0     ,0           ,-33.78014          ,151.113464
782,MANLY            ,"2/8 Ocean Road, Manly"                                           ,2            ,u             ,Apartment / Unit / Flat,1455000.0 ,Private Treaty,Stone Real Estate Manly                                      ,22/05/2018,2095    ,15863     ,10.8             ,1       ,7     ,0           ,-33.79452          ,151.2832
783,MANLY            ,"14/42 Victoria Parade, Manly"                                    ,2            ,u             ,Apartment / Unit / Flat,1960000.0 ,Private Treaty,Stone Real Estate Manly                                      ,22/05/2018,2095    ,15863     ,10.8             ,1       ,7     ,0           ,-33.7996826        ,151.288925
784,MAROUBRA         ,"3/135 Duncan Street, Maroubra"                                   ,2            ,u             ,Apartment / Unit / Flat,900000.0  ,Auction       ,PRDnationwide Perez Real Estate                              ,22/05/2018,2035    ,30686     ,9.4              ,0       ,7     ,0           ,-33.94509          ,151.25204499999998
785,MASCOT           ,"31 Macintosh Street, Mascot"                                     ,3            ,h             ,House                  ,1300000.0 ,Auction       ,Robert Allan Property                                        ,22/05/2018,2020    ,14771     ,7.2              ,0       ,4     ,0           ,-33.927209999999995,151.192551
786,MONA VALE        ,"46 Hillcrest Avenue, Mona Vale"                                  ,4            ,h             ,House                  ,7550000.0 ,Private Treaty,LJ Hooker Newport                                            ,22/05/2018,2103    ,10674     ,22.8             ,1       ,4     ,0           ,-33.67281          ,151.31839
787,NAREMBURN        ,"22 Market Street, Naremburn"                                     ,3            ,h             ,House                  ,2020000.0 ,Auction       ,McGrath Crows Nest                                           ,22/05/2018,2065    ,5887      ,5.6              ,0       ,1     ,0           ,-33.8157654        ,151.2051
788,NORMANHURST      ,"22 Frith Avenue, Normanhurst"                                    ,4            ,h             ,House                  ,1300000.0 ,Private Treaty,Laing+Simmons Pennant Hills                                  ,22/05/2018,2076    ,5290      ,19.2             ,0       ,3     ,0           ,-33.7200775        ,151.102722
789,PENRITH          ,"2/21 Castlereagh Street, Penrith"                                ,2            ,u             ,Apartment / Unit / Flat,350000.0  ,Private Treaty,LJ Hooker Colyton/St Clair                                   ,22/05/2018,2750    ,13295     ,49.2             ,1       ,7     ,0           ,-33.7565727        ,150.697449
790,PETERSHAM        ,"1/162-164 New Canterbury Road, Petersham"                        ,2            ,u             ,Apartment / Unit / Flat,940000.0  ,Private Treaty,Planet Properties                                            ,22/05/2018,2049    ,8115      ,5.9              ,0       ,4     ,0           ,-33.897529999999996,151.15094
791,PYRMONT          ,"203/18-20 Allen Street, Pyrmont"                                 ,2            ,u             ,Apartment / Unit / Flat,950000.0  ,Private Treaty,Morton Pyrmont                                               ,22/05/2018,2009    ,12813     ,1.3              ,0       ,0     ,0           ,-33.87304          ,151.1965
792,PYRMONT          ,"203/18-20 Allen Street, Pyrmont"                                 ,2            ,u             ,Apartment / Unit / Flat,950000.0  ,Private Treaty,Morton Pyrmont                                               ,22/05/2018,2009    ,12813     ,1.3              ,0       ,0     ,0           ,-33.87304          ,151.1965
793,PYRMONT          ,"203/18-20 Allen Street, Pyrmont"                                 ,2            ,u             ,Apartment / Unit / Flat,950000.0  ,Private Treaty,Morton Pyrmont                                               ,22/05/2018,2009    ,12813     ,1.3              ,0       ,0     ,0           ,-33.87304          ,151.1965
794,QUAKERS HILL     ,"103a Barnier Drive, Quakers Hill"                                ,3            ,u             ,Duplex                 ,695000.0  ,Private Treaty,Australian Real Estate Quakers Hill                          ,22/05/2018,2763    ,27075     ,33.8             ,0       ,8     ,0           ,-33.7186127        ,150.903183
795,QUEENSCLIFF      ,"7/23 Greycliffe Street, Queenscliff"                             ,2            ,u             ,Apartment / Unit / Flat,965000.0  ,Auction       ,Belle Property - Manly                                       ,22/05/2018,2096    ,3377      ,11.8             ,0       ,0     ,0           ,-33.7841           ,151.28753700000001
796,RANDWICK         ,"7/55 Coogee Bay Road, Randwick"                                  ,2            ,u             ,Apartment / Unit / Flat,900000.0  ,Auction       ,McGrath Coogee                                               ,22/05/2018,2031    ,29990     ,6.0              ,3       ,13    ,0           ,-33.9190826        ,151.24610900000002
797,RYDE             ,"8/1 Aeolus Avenue, Ryde"                                         ,2            ,u             ,Apartment / Unit / Flat,595000.0  ,Private Treaty,Tracy Yap Realty                                             ,22/05/2018,2112    ,26501     ,11.2             ,1       ,9     ,0           ,-33.8045464        ,151.105469
798,RYDE             ,"8/1 Aeolus Avenue, Ryde"                                         ,2            ,u             ,Apartment / Unit / Flat,595000.0  ,Private Treaty,Tracy Yap Realty                                             ,22/05/2018,2112    ,26501     ,11.2             ,1       ,9     ,0           ,-33.8045464        ,151.105469
799,ST IVES          ,"21 Toolang Road, St Ives"                                        ,4            ,h             ,House                  ,2750000.0 ,Private Treaty,Belle Property Pymble | Wahroonga                            ,22/05/2018,2075    ,17301     ,15.8             ,0       ,10    ,0           ,-33.7170639        ,151.15936299999998
800,ST PETERS        ,"2/1 Goodsell Street, St Peters"                                  ,2            ,u             ,Apartment / Unit / Flat,800000.0  ,Private Treaty,Belle Property Newtown                                       ,22/05/2018,2044    ,3146      ,5.5              ,0       ,1     ,0           ,-33.907795         ,151.180756
801,STANHOPE GARDENS ,"7 Maidstone Street, Stanhope Gardens"                            ,5            ,h             ,House                  ,1070000.0 ,Private Treaty,Century 21 Harbourside                                       ,22/05/2018,2768    ,9160      ,30.6             ,0       ,2     ,0           ,-33.7083054        ,150.9298
802,SURRY HILLS      ,"51/679 Bourke Street, Surry Hills"                               ,1            ,u             ,Apartment / Unit / Flat,752000.0  ,Private Treaty,Eastern Suburbs Real Estate                                  ,22/05/2018,2010    ,16416     ,2.5              ,0       ,7     ,0           ,-33.890674600000004,151.2143
803,SURRY HILLS      ,"51/679 Bourke Street, Surry Hills"                               ,1            ,u             ,Apartment / Unit / Flat,752000.0  ,Private Treaty,Eastern Suburbs Real Estate                                  ,22/05/2018,2010    ,16416     ,2.5              ,0       ,7     ,0           ,-33.890674600000004,151.2143
804,VAUCLUSE         ,"4/685 Old South Head Road, Vaucluse"                             ,3            ,u             ,Apartment / Unit / Flat,1270000.0 ,Auction       ,LJ Hooker Double Bay Group                                   ,22/05/2018,2030    ,9333      ,6.6              ,0       ,1     ,0           ,-33.86354          ,151.278961
805,WAREEMBA         ,"17 Coranto Street, Wareemba"                                     ,3            ,h             ,House                  ,1650000.0 ,Private Treaty,Warwick Williams Real Estate                                 ,22/05/2018,2046    ,1546      ,7.1              ,0       ,0     ,0           ,-33.85754779999999 ,151.133835
806,WATERLOO         ,"235/806 Bourke Street, Waterloo"                                 ,2            ,u             ,Apartment / Unit / Flat,715000.0  ,Private Treaty,McGrath Coogee                                               ,22/05/2018,2017    ,14621     ,3.7              ,0       ,0     ,0           ,-33.89856339999999 ,151.2119
807,WEST RYDE        ,"3/50 West Parade, West Ryde"                                     ,1            ,u             ,Apartment / Unit / Flat,470000.0  ,Private Treaty,Anthony Trees First National                                 ,22/05/2018,2114    ,13397     ,12.8             ,0       ,0     ,0           ,-33.804759999999995,151.090256
808,WEST RYDE        ,"3/50 West Parade, West Ryde"                                     ,1            ,u             ,Apartment / Unit / Flat,470000.0  ,Private Treaty,Anthony Trees First National                                 ,22/05/2018,2114    ,13397     ,12.8             ,0       ,0     ,0           ,-33.804759999999995,151.090256
809,WOLLSTONECRAFT   ,"2/15 Belmont Avenue, Wollstonecraft"                             ,3            ,t             ,Townhouse              ,1625000.0 ,Private Treaty,Belle Property Neutral Bay                                   ,22/05/2018,2065    ,8323      ,4.4              ,0       ,0     ,0           ,-33.8325844        ,151.195831
810,ZETLAND          ,"802/2 Victoria Park Parade, Zetland"                             ,3            ,u             ,Apartment / Unit / Flat,1440000.0 ,Private Treaty,Morton Green Square                                          ,22/05/2018,2017    ,10072     ,4.8              ,0       ,0     ,0           ,-33.9042625        ,151.21176100000002
811,ACACIA GARDENS   ,"4 Chase Drive, Acacia Gardens"                                   ,3            ,h             ,House                  ,831000.0  ,Private Treaty,Jensen Estate Agents                                         ,23/05/2018,2763    ,3799      ,31.7             ,0       ,1     ,0           ,-33.734024         ,150.913025
812,ARTARMON         ,"5/2 Brand Street, Artarmon"                                      ,2            ,u             ,Apartment / Unit / Flat,780000.0  ,Auction       ,McGrath Crows Nest                                           ,23/05/2018,2064    ,9525      ,6.7              ,0       ,1     ,0           ,-33.80695          ,151.184235
813,ARTARMON         ,"5/32 Cleland Road, Artarmon"                                     ,2            ,u             ,Apartment / Unit / Flat,766000.0  ,Auction       ,Home Property Agents                                         ,23/05/2018,2064    ,9525      ,6.7              ,0       ,1     ,0           ,-33.8113251        ,151.18895
814,ARTARMON         ,"5/2 Brand Street, Artarmon"                                      ,2            ,u             ,Apartment / Unit / Flat,780000.0  ,Auction       ,McGrath Crows Nest                                           ,23/05/2018,2064    ,9525      ,6.7              ,0       ,1     ,0           ,-33.80695          ,151.184235
815,ARTARMON         ,"5/32 Cleland Road, Artarmon"                                     ,2            ,u             ,Apartment / Unit / Flat,766000.0  ,Auction       ,Home Property Agents                                         ,23/05/2018,2064    ,9525      ,6.7              ,0       ,1     ,0           ,-33.8113251        ,151.18895
816,BALGOWLAH        ,"112 Woodland Street, Balgowlah"                                  ,4            ,h             ,House                  ,2300000.0 ,Private Treaty,Guildea Residential                                          ,23/05/2018,2093    ,7963      ,9.6              ,0       ,4     ,0           ,-33.7980461        ,151.262131
817,BALGOWLAH        ,"112 Woodland Street, Balgowlah"                                  ,4            ,h             ,House                  ,2300000.0 ,Private Treaty,Guildea Residential                                          ,23/05/2018,2093    ,7963      ,9.6              ,0       ,4     ,0           ,-33.7980461        ,151.262131
818,BAYVIEW          ,"66 Cabbage Tree Road, Bayview"                                   ,4            ,h             ,House                  ,2100000.0 ,Private Treaty,Wiseberry Mona Vale                                          ,23/05/2018,2104    ,3620      ,24.5             ,0       ,1     ,0           ,-33.66918          ,151.29007
819,BEECROFT         ,"149 Murray Farm Road, Beecroft"                                  ,4            ,h             ,House                  ,1610000.0 ,others        ,Stone Real Estate Beecroft                                   ,23/05/2018,2119    ,9395      ,18.6             ,0       ,2     ,0           ,-33.76186          ,151.054123
820,BEECROFT         ,"8A Kirkham Street, Beecroft"                                     ,4            ,h             ,House                  ,2500000.0 ,Private Treaty,Stone Real Estate Beecroft                                   ,23/05/2018,2119    ,9395      ,18.6             ,0       ,2     ,0           ,-33.75485          ,151.065857
821,BEECROFT         ,"149 Murray Farm Road, Beecroft"                                  ,4            ,h             ,House                  ,1610000.0 ,others        ,Stone Real Estate Beecroft                                   ,23/05/2018,2119    ,9395      ,18.6             ,0       ,2     ,0           ,-33.76186          ,151.054123
822,BEECROFT         ,"8A Kirkham Street, Beecroft"                                     ,4            ,h             ,House                  ,2500000.0 ,Private Treaty,Stone Real Estate Beecroft                                   ,23/05/2018,2119    ,9395      ,18.6             ,0       ,2     ,0           ,-33.75485          ,151.065857
823,BELLEVUE HILL    ,"3 Lennox Street, Bellevue Hill"                                  ,4            ,h             ,House                  ,3700000.0 ,Auction       ,Ray White Double Bay                                         ,23/05/2018,2023    ,10719     ,5.3              ,0       ,8     ,0           ,-33.88449          ,151.25640900000002
824,BIRCHGROVE       ,"7/1 McKell Street, Birchgrove"                                   ,1            ,u             ,Apartment / Unit / Flat,770000.0  ,others        ,Ray White Balmain                                            ,23/05/2018,2041    ,3302      ,2.9              ,0       ,0     ,0           ,-33.852759999999996,151.186554
825,BIRCHGROVE       ,"7/1 McKell Street, Birchgrove"                                   ,1            ,u             ,Apartment / Unit / Flat,770000.0  ,others        ,Ray White Balmain                                            ,23/05/2018,2041    ,3302      ,2.9              ,0       ,0     ,0           ,-33.852759999999996,151.186554
826,BONDI            ,"2/5-7 Martins Avenue, Bondi"                                     ,2            ,u             ,Apartment / Unit / Flat,995000.0  ,Auction       ,Ray White Unlimited                                          ,23/05/2018,2026    ,10049     ,5.9              ,0       ,4     ,0           ,-33.8898239        ,151.263428
827,BONDI            ,"10/7A Penkivil Street, Bondi"                                    ,3            ,u             ,Apartment / Unit / Flat,1740000.0 ,Private Treaty,Raine & Horne Double Bay                                     ,23/05/2018,2026    ,10049     ,5.9              ,0       ,4     ,0           ,-33.8890038        ,151.261627
828,BONDI BEACH      ,"1/19 Roscoe Street, Bondi Beach"                                 ,2            ,u             ,Apartment / Unit / Flat,1110000.0 ,others        ,Phillips Pantzer Donnelley                                   ,23/05/2018,2026    ,11653     ,6.8              ,0       ,3     ,0           ,-33.8873329        ,151.26946999999998
829,BRONTE           ,"7/1 St Thomas Street, Bronte"                                    ,2            ,u             ,Apartment / Unit / Flat,1560000.0 ,others        ,Phillips Pantzer Donnelley                                   ,23/05/2018,2024    ,6726      ,6.5              ,0       ,1     ,0           ,-33.9041328        ,151.264725
830,BROOKVALE        ,"11/28 Brookvale   Avenue, Brookvale"                             ,2            ,u             ,Apartment / Unit / Flat,765000.0  ,Private Treaty,Stone Real Estate Dee Why Collaroy                           ,23/05/2018,2100    ,3160      ,12.8             ,0       ,2     ,0           ,-33.7614059        ,151.26568600000002
831,CARLINGFORD      ,"5A Woodstock Rd, Carlingford"                                    ,4            ,h             ,House                  ,1500000.0 ,Private Treaty,Showcase Realty                                              ,23/05/2018,2118    ,24394     ,17.4             ,0       ,7     ,0           ,-33.76875          ,151.0477
832,CARLINGFORD      ,"5A Woodstock Rd, Carlingford"                                    ,4            ,h             ,House                  ,1500000.0 ,Private Treaty,Showcase Realty                                              ,23/05/2018,2118    ,24394     ,17.4             ,0       ,7     ,0           ,-33.76875          ,151.0477
833,CASTLECRAG       ,"55 Sunnyside Crescent, Castlecrag"                               ,3            ,h             ,House                  ,2790000.0 ,Auction       ,Richardson & Wrench Castlecrag & Northbridge                 ,23/05/2018,2068    ,2943      ,7.2              ,0       ,2     ,0           ,-33.79992          ,151.214081
834,CENTENNIAL PARK  ,"4/22 Furber Road, Centennial Park"                               ,2            ,u             ,Apartment / Unit / Flat,890000.0  ,Auction       ,Ray White Unlimited                                          ,23/05/2018,2021    ,2373      ,3.8              ,0       ,0     ,0           ,-33.8908           ,151.229752
835,COLLAROY         ,"6/3 Stuart Street, Collaroy"                                     ,2            ,u             ,Apartment / Unit / Flat,820000.0  ,others        ,Cunninghams Real Estate                                      ,23/05/2018,2097    ,7867      ,16.6             ,0       ,1     ,0           ,-33.7255249        ,151.298111
836,CONCORD          ,"13 Bent Street, Concord"                                         ,3            ,h             ,House                  ,1680000.0 ,Private Treaty,Raine & Horne Concord                                        ,23/05/2018,2137    ,14534     ,9.6              ,1       ,4     ,0           ,-33.854729999999996,151.10437
837,CURL CURL        ,"6/50a Carrington Parade, Curl Curl"                              ,3            ,u             ,Apartment / Unit / Flat,1200000.0 ,Auction       ,Schwarz Real Estate                                          ,23/05/2018,2096    ,2416      ,13.6             ,0       ,1     ,0           ,-33.773098         ,151.291992
838,DEE WHY          ,"5/11 Lismore Avenue, Dee Why"                                    ,2            ,u             ,Apartment / Unit / Flat,715000.0  ,Private Treaty,Stone Real Estate Mona Vale                                  ,23/05/2018,2099    ,21518     ,14.6             ,0       ,4     ,0           ,-33.74681470000001 ,151.288544
839,DOUBLE BAY       ,"3A/2-22 Knox Street, Double Bay"                                 ,3            ,u             ,Apartment / Unit / Flat,3450000.0 ,others        ,Raine & Horne Double Bay                                     ,23/05/2018,2028    ,4643      ,3.6              ,0       ,1     ,0           ,-33.8769875        ,151.24233999999998
840,DUNDAS VALLEY    ,"6A. Carver Place, Dundas Valley"                                 ,5            ,h             ,Semi-Detached          ,1285000.0 ,Private Treaty,Professionals Ermington                                      ,23/05/2018,2117    ,5411      ,16.1             ,0       ,2     ,0           ,-33.7911034        ,151.059235
841,DUNDAS VALLEY    ,"6A. Carver Place, Dundas Valley"                                 ,5            ,h             ,Semi-Detached          ,1285000.0 ,Private Treaty,Professionals Ermington                                      ,23/05/2018,2117    ,5411      ,16.1             ,0       ,2     ,0           ,-33.7911034        ,151.059235
842,EAST RYDE        ,"6 Cilento Crescent, East Ryde"                                   ,3            ,h             ,House                  ,1650000.0 ,Private Treaty,Ray White North Ryde | Macquarie Park                        ,23/05/2018,2113    ,2452      ,8.6              ,0       ,1     ,2           ,-33.80952          ,151.129
843,EAST RYDE        ,"6 Cilento Crescent, East Ryde"                                   ,3            ,h             ,House                  ,1650000.0 ,Private Treaty,Ray White North Ryde | Macquarie Park                        ,23/05/2018,2113    ,2452      ,8.6              ,0       ,1     ,2           ,-33.80952          ,151.129
844,EASTGARDENS      ,"28 Smith Street, Eastgardens"                                    ,3            ,h             ,House                  ,1500000.0 ,Auction       ,South Eastern Realty                                         ,23/05/2018,2036    ,860       ,8.9              ,0       ,0     ,0           ,-33.9481659        ,151.2263
845,EASTWOOD         ,"39a Midson Road, Eastwood"                                       ,5            ,h             ,House                  ,1925000.0 ,Private Treaty,Anthony Trees First National                                 ,23/05/2018,2122    ,17870     ,14.5             ,2       ,8     ,0           ,-33.7831           ,151.073746
846,EASTWOOD         ,"39a Midson Road, Eastwood"                                       ,5            ,h             ,House                  ,1925000.0 ,Private Treaty,Anthony Trees First National                                 ,23/05/2018,2122    ,17870     ,14.5             ,2       ,8     ,0           ,-33.7831           ,151.073746
847,EMU PLAINS       ,"68 Pyramid Street, Emu Plains"                                   ,3            ,h             ,House                  ,641000.0  ,Private Treaty,Jim Aitken & Partners Lennox                                 ,23/05/2018,2750    ,8415      ,57.6             ,0       ,7     ,0           ,-33.750133500000004,150.655029
848,EMU PLAINS       ,"27 Bellbrook Avenue, Emu Plains"                                 ,5            ,h             ,House                  ,970000.0  ,Private Treaty,Jim Aitken & Partners Lennox                                 ,23/05/2018,2750    ,8415      ,57.6             ,0       ,7     ,0           ,-33.74961          ,150.663483
849,EPPING           ,"29 Brucedale Avenue, Epping"                                     ,3            ,h             ,House                  ,1900000.0 ,Private Treaty,McGrath Epping                                               ,23/05/2018,2121    ,23691     ,15.6             ,0       ,8     ,0           ,-33.7746658        ,151.0904
850,EPPING           ,"A103/20-28 Cambridge Street, Epping"                             ,1            ,u             ,Apartment / Unit / Flat,575000.0  ,Private Treaty,Tracy Yap Realty                                             ,23/05/2018,2121    ,23691     ,15.6             ,0       ,8     ,0           ,-33.7696648        ,151.0827
851,EPPING           ,"29 Brucedale Avenue, Epping"                                     ,3            ,h             ,House                  ,1900000.0 ,Private Treaty,McGrath Epping                                               ,23/05/2018,2121    ,23691     ,15.6             ,0       ,8     ,0           ,-33.7746658        ,151.0904
852,EPPING           ,"A103/20-28 Cambridge Street, Epping"                             ,1            ,u             ,Apartment / Unit / Flat,575000.0  ,Private Treaty,Tracy Yap Realty                                             ,23/05/2018,2121    ,23691     ,15.6             ,0       ,8     ,0           ,-33.7696648        ,151.0827
853,ERMINGTON        ,"122/24-32 Koorine St, Ermington"                                 ,1            ,u             ,Apartment / Unit / Flat,580000.0  ,Private Treaty,Realty Professional                                          ,23/05/2018,2115    ,10738     ,15.3             ,0       ,2     ,0           ,-33.822998         ,151.05658
854,ERMINGTON        ,"1/363 Kissing Point Road, Ermington"                             ,3            ,t             ,Townhouse              ,851500.0  ,Private Treaty,Harcourts West Ryde                                          ,23/05/2018,2115    ,10738     ,15.3             ,0       ,2     ,0           ,-33.8039551        ,151.05741899999998
855,ERSKINEVILLE     ,"3402/2 Nassau Lane, Erskineville"                                ,2            ,u             ,Apartment / Unit / Flat,1120000.0 ,Auction       ,Ray White Surry Hills | Alexandria | Glebe | Erskineville    ,23/05/2018,2043    ,8014      ,4.2              ,0       ,2     ,0           ,-33.904792799999996,151.1864
856,ERSKINEVILLE     ,"31 Malcolm Street, Erskineville"                                 ,2            ,h             ,House                  ,1315000.0 ,Auction       ,Ray White Newtown                                            ,23/05/2018,2043    ,8014      ,4.2              ,0       ,2     ,0           ,-33.90187          ,151.18598899999998
857,ERSKINEVILLE     ,"3402/2 Nassau Lane, Erskineville"                                ,2            ,u             ,Apartment / Unit / Flat,1120000.0 ,Auction       ,Ray White Surry Hills | Alexandria | Glebe | Erskineville    ,23/05/2018,2043    ,8014      ,4.2              ,0       ,2     ,0           ,-33.904792799999996,151.1864
858,ERSKINEVILLE     ,"31 Malcolm Street, Erskineville"                                 ,2            ,h             ,House                  ,1315000.0 ,Auction       ,Ray White Newtown                                            ,23/05/2018,2043    ,8014      ,4.2              ,0       ,2     ,0           ,-33.90187          ,151.18598899999998
859,FIVE DOCK        ,"9/62 Kings Road, Five Dock"                                      ,2            ,u             ,Apartment / Unit / Flat,775000.0  ,others        ,Warwick Williams Real Estate                                 ,23/05/2018,2046    ,9359      ,7.1              ,0       ,4     ,0           ,-33.868824         ,151.1245
860,FIVE DOCK        ,"9/62 Kings Road, Five Dock"                                      ,2            ,u             ,Apartment / Unit / Flat,775000.0  ,others        ,Warwick Williams Real Estate                                 ,23/05/2018,2046    ,9359      ,7.1              ,0       ,4     ,0           ,-33.868824         ,151.1245
861,GLADESVILLE      ,"7 Kennedy Street, Gladesville"                                   ,5            ,h             ,House                  ,3075000.0 ,Private Treaty,McGrath Hunters Hill                                         ,23/05/2018,2111    ,11826     ,8.1              ,0       ,6     ,0           ,-33.817170000000004,151.13378899999998
862,GLADESVILLE      ,"7 Kennedy Street, Gladesville"                                   ,5            ,h             ,House                  ,3075000.0 ,Private Treaty,McGrath Hunters Hill                                         ,23/05/2018,2111    ,11826     ,8.1              ,0       ,6     ,0           ,-33.817170000000004,151.13378899999998
863,GLEBE            ,"117 Bridge Road, Glebe"                                          ,3            ,h             ,House                  ,1320000.0 ,Private Treaty,Belle Property Glebe                                         ,23/05/2018,2037    ,11534     ,2.3              ,0       ,4     ,0           ,-33.878890000000006,151.188232
864,GLEBE            ,"4 Bellevue Street, Glebe"                                        ,3            ,h             ,House                  ,1712500.0 ,Private Treaty,The Agency Inner West                                        ,23/05/2018,2037    ,11534     ,2.3              ,0       ,4     ,0           ,-33.8785934        ,151.191559
865,GLEBE            ,"117 Bridge Road, Glebe"                                          ,3            ,h             ,House                  ,1320000.0 ,Private Treaty,Belle Property Glebe                                         ,23/05/2018,2037    ,11534     ,2.3              ,0       ,4     ,0           ,-33.878890000000006,151.188232
866,GLEBE            ,"4 Bellevue Street, Glebe"                                        ,3            ,h             ,House                  ,1712500.0 ,Private Treaty,The Agency Inner West                                        ,23/05/2018,2037    ,11534     ,2.3              ,0       ,4     ,0           ,-33.8785934        ,151.191559
867,GLENMORE PARK    ,"6 Becke Court, Glenmore Park"                                    ,3            ,h             ,House                  ,658000.0  ,Private Treaty,Glenmore Park Realty                                         ,23/05/2018,2745    ,23002     ,54.6             ,0       ,7     ,0           ,-33.78682          ,150.673523
868,GORDON           ,"307/8-14 Merriwa Street, Gordon"                                 ,2            ,u             ,Apartment / Unit / Flat,880000.0  ,others        ,Savills                                                      ,23/05/2018,2072    ,7666      ,13.4             ,0       ,3     ,0           ,-33.753            ,151.14946
869,HORNSBY          ,"49/2-8  belair close, Hornsby"                                   ,2            ,u             ,Apartment / Unit / Flat,700000.0  ,Private Treaty,ACCESSHOME                                                   ,23/05/2018,2077    ,22167     ,20.6             ,1       ,6     ,0           ,-33.6991844        ,151.106155
870,HORNSBY          ,"15/8 Water Street, Hornsby"                                      ,2            ,u             ,Apartment / Unit / Flat,717566.0  ,Private Treaty,McGrath Hornsby                                              ,23/05/2018,2077    ,22167     ,20.6             ,1       ,6     ,0           ,-33.699565899999996,151.104065
